Gene stable ID	Gene name	Gene description
ENSG00000240936	RN7SL554P	RNA, 7SL, cytoplasmic 554, pseudogene [Source:HGNC Symbol;Acc:HGNC:46570]
ENSG00000243854	RN7SL67P	RNA, 7SL, cytoplasmic 67, pseudogene [Source:HGNC Symbol;Acc:HGNC:46083]
ENSG00000265319	RN7SL847P	RNA, 7SL, cytoplasmic 847, pseudogene [Source:HGNC Symbol;Acc:HGNC:46863]
ENSG00000223280	RNU6-57P	RNA, U6 small nuclear 57, pseudogene [Source:HGNC Symbol;Acc:HGNC:42547]
ENSG00000200152	RNU6-216P	RNA, U6 small nuclear 216, pseudogene [Source:HGNC Symbol;Acc:HGNC:47179]
ENSG00000206824	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000222880	RN7SKP261	RNA, 7SK small nuclear pseudogene 261 [Source:HGNC Symbol;Acc:HGNC:45985]
ENSG00000222679	RNU6-1267P	RNA, U6 small nuclear 1267, pseudogene [Source:HGNC Symbol;Acc:HGNC:48230]
ENSG00000216191	MIR8485	microRNA 8485 [Source:HGNC Symbol;Acc:HGNC:50839]
ENSG00000252620	RNU6ATAC24P	RNA, U6atac small nuclear 24, pseudogene [Source:HGNC Symbol;Acc:HGNC:46923]
ENSG00000200506	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000265315	RN7SL199P	RNA, 7SL, cytoplasmic 199, pseudogene [Source:HGNC Symbol;Acc:HGNC:46215]
ENSG00000252916	RNU6-762P	RNA, U6 small nuclear 762, pseudogene [Source:HGNC Symbol;Acc:HGNC:47725]
ENSG00000207425	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000267959	MIR3188	microRNA 3188 [Source:HGNC Symbol;Acc:HGNC:38226]
ENSG00000241709	RN7SL265P	RNA, 7SL, cytoplasmic 265, pseudogene [Source:HGNC Symbol;Acc:HGNC:46281]
ENSG00000240322	RN7SL481P	RNA, 7SL, cytoplasmic 481, pseudogene [Source:HGNC Symbol;Acc:HGNC:46497]
ENSG00000252611	RNU6-1121P	RNA, U6 small nuclear 1121, pseudogene [Source:HGNC Symbol;Acc:HGNC:48084]
ENSG00000199461	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207442	SNORD116-6	small nucleolar RNA, C/D box 116-6 [Source:HGNC Symbol;Acc:HGNC:33072]
ENSG00000252198	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000201524	RNU6-450P	RNA, U6 small nuclear 450, pseudogene [Source:HGNC Symbol;Acc:HGNC:47413]
ENSG00000264423	RN7SL718P	RNA, 7SL, cytoplasmic 718, pseudogene [Source:HGNC Symbol;Acc:HGNC:46734]
ENSG00000206737	RNVU1-18	RNA, variant U1 small nuclear 18 [Source:HGNC Symbol;Acc:HGNC:37496]
ENSG00000252562	RNU6-922P	RNA, U6 small nuclear 922, pseudogene [Source:HGNC Symbol;Acc:HGNC:47885]
ENSG00000207973	MIR589	microRNA 589 [Source:HGNC Symbol;Acc:HGNC:32845]
ENSG00000206885	SNORA75	small nucleolar RNA, H/ACA box 75 [Source:HGNC Symbol;Acc:HGNC:32661]
ENSG00000222543	RN7SKP220	RNA, 7SK small nuclear pseudogene 220 [Source:HGNC Symbol;Acc:HGNC:45944]
ENSG00000199824	RNU6-199P	RNA, U6 small nuclear 199, pseudogene [Source:HGNC Symbol;Acc:HGNC:47162]
ENSG00000268154	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000222790	RNU4-14P	RNA, U4 small nuclear 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:46950]
ENSG00000207741	MIR590	microRNA 590 [Source:HGNC Symbol;Acc:HGNC:32846]
ENSG00000252712	SCARNA14	small Cajal body-specific RNA 14 [Source:HGNC Symbol;Acc:HGNC:32571]
ENSG00000252552	RNU6-307P	RNA, U6 small nuclear 307, pseudogene [Source:HGNC Symbol;Acc:HGNC:47270]
ENSG00000207438	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000201027	RN7SKP107	RNA, 7SK small nuclear pseudogene 107 [Source:HGNC Symbol;Acc:HGNC:45831]
ENSG00000207419	SNORA67	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]
ENSG00000241939	RN7SL517P	RNA, 7SL, cytoplasmic 517, pseudogene [Source:HGNC Symbol;Acc:HGNC:46533]
ENSG00000252894	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000199938	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000242764	RN7SL824P	RNA, 7SL, cytoplasmic 824, pseudogene [Source:HGNC Symbol;Acc:HGNC:46840]
ENSG00000207294	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207922	MIR566	microRNA 566 [Source:HGNC Symbol;Acc:HGNC:32822]
ENSG00000252233	RN7SKP253	RNA, 7SK small nuclear pseudogene 253 [Source:HGNC Symbol;Acc:HGNC:45977]
ENSG00000252010	SCARNA5	small Cajal body-specific RNA 5 [Source:HGNC Symbol;Acc:HGNC:32561]
ENSG00000238326	snoU13	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000252257	RN7SKP265	RNA, 7SK small nuclear pseudogene 265 [Source:HGNC Symbol;Acc:HGNC:45989]
ENSG00000207165	SNORA70	small nucleolar RNA, H/ACA box 70 [Source:HGNC Symbol;Acc:HGNC:10231]
ENSG00000252810	RNU6-345P	RNA, U6 small nuclear 345, pseudogene [Source:HGNC Symbol;Acc:HGNC:47308]
ENSG00000201013	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207112	SNORA25	small nucleolar RNA, H/ACA box 25 [Source:HGNC Symbol;Acc:HGNC:32615]
ENSG00000206781	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000200237	SNORA70	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]
ENSG00000199867	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000242696	RN7SL40P	RNA, 7SL, cytoplasmic 40, pseudogene [Source:HGNC Symbol;Acc:HGNC:46056]
ENSG00000207480	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000212567	SNORA57	Small nucleolar RNA SNORA57 [Source:RFAM;Acc:RF00191]
ENSG00000202382	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000200475	RN7SKP162	RNA, 7SK small nuclear pseudogene 162 [Source:HGNC Symbol;Acc:HGNC:45886]
ENSG00000243976	RN7SL523P	RNA, 7SL, cytoplasmic 523, pseudogene [Source:HGNC Symbol;Acc:HGNC:46539]
ENSG00000200525	RNU6-1209P	RNA, U6 small nuclear 1209, pseudogene [Source:HGNC Symbol;Acc:HGNC:48172]
ENSG00000200495	RNU6-1205P	RNA, U6 small nuclear 1205, pseudogene [Source:HGNC Symbol;Acc:HGNC:48168]
ENSG00000263740	RN7SL4P	RNA, 7SL, cytoplasmic 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:10039]
ENSG00000241959	RN7SL76P	RNA, 7SL, cytoplasmic 76, pseudogene [Source:HGNC Symbol;Acc:HGNC:46092]
ENSG00000252633	RN7SKP282	RNA, 7SK small nuclear pseudogene 282 [Source:HGNC Symbol;Acc:HGNC:46006]
ENSG00000202198	7SK	7SK RNA [Source:RFAM;Acc:RF00100]
ENSG00000206638	RNU6-672P	RNA, U6 small nuclear 672, pseudogene [Source:HGNC Symbol;Acc:HGNC:47635]
ENSG00000203436	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000223007	RN7SKP73	RNA, 7SK small nuclear pseudogene 73 [Source:HGNC Symbol;Acc:HGNC:45797]
ENSG00000252797	RN7SKP272	RNA, 7SK small nuclear pseudogene 272 [Source:HGNC Symbol;Acc:HGNC:45996]
ENSG00000264397	MIR3180-5	microRNA 3180-5 [Source:HGNC Symbol;Acc:HGNC:38969]
ENSG00000201129	SNORA58	Small nucleolar RNA SNORA58 [Source:RFAM;Acc:RF00418]
ENSG00000252338	RNU6-503P	RNA, U6 small nuclear 503, pseudogene [Source:HGNC Symbol;Acc:HGNC:47466]
ENSG00000242688	RN7SL304P	RNA, 7SL, cytoplasmic 304, pseudogene [Source:HGNC Symbol;Acc:HGNC:46320]
ENSG00000243560	RN7SL364P	RNA, 7SL, cytoplasmic 364, pseudogene [Source:HGNC Symbol;Acc:HGNC:46380]
ENSG00000207292	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000265942	RN7SL577P	RNA, 7SL, cytoplasmic 577, pseudogene [Source:HGNC Symbol;Acc:HGNC:46593]
ENSG00000200942	RNU6-501P	RNA, U6 small nuclear 501, pseudogene [Source:HGNC Symbol;Acc:HGNC:47464]
ENSG00000222869	RNU6-565P	RNA, U6 small nuclear 565, pseudogene [Source:HGNC Symbol;Acc:HGNC:47528]
ENSG00000222224	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252933	RNU6-1223P	RNA, U6 small nuclear 1223, pseudogene [Source:HGNC Symbol;Acc:HGNC:48186]
ENSG00000207275	RNU6-441P	RNA, U6 small nuclear 441, pseudogene [Source:HGNC Symbol;Acc:HGNC:47404]
ENSG00000202347	RNU1-16P	RNA, U1 small nuclear 16, pseudogene [Source:HGNC Symbol;Acc:HGNC:39890]
ENSG00000200830	RN7SKP134	RNA, 7SK small nuclear pseudogene 134 [Source:HGNC Symbol;Acc:HGNC:45858]
ENSG00000206910	SNORA29	small nucleolar RNA, H/ACA box 29 [Source:HGNC Symbol;Acc:HGNC:32619]
ENSG00000252519	RNU6-783P	RNA, U6 small nuclear 783, pseudogene [Source:HGNC Symbol;Acc:HGNC:47746]
ENSG00000239250	RN7SL271P	RNA, 7SL, cytoplasmic 271, pseudogene [Source:HGNC Symbol;Acc:HGNC:46287]
ENSG00000252213	SNORA74	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]
ENSG00000264346	SNORA77	Small nucleolar RNA SNORA77 [Source:RFAM;Acc:RF00599]
ENSG00000252204	SNORA25	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]
ENSG00000200314	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000253437	RNU6-988P	RNA, U6 small nuclear 988, pseudogene [Source:HGNC Symbol;Acc:HGNC:47951]
ENSG00000199512	RNU6-212P	RNA, U6 small nuclear 212, pseudogene [Source:HGNC Symbol;Acc:HGNC:47175]
ENSG00000201467	SNORA16	Small nucleolar RNA SNORA16B/SNORA16A family [Source:RFAM;Acc:RF00190]
ENSG00000238311	snoU13	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000252473	SNORA67	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]
ENSG00000242330	RN7SL683P	RNA, 7SL, cytoplasmic 683, pseudogene [Source:HGNC Symbol;Acc:HGNC:46699]
ENSG00000206913	SNORA7	Small nucleolar RNA SNORA7 [Source:RFAM;Acc:RF00409]
ENSG00000238862	SNORD19B	small nucleolar RNA, C/D box 19B [Source:HGNC Symbol;Acc:HGNC:33570]
ENSG00000252558	RNU6-914P	RNA, U6 small nuclear 914, pseudogene [Source:HGNC Symbol;Acc:HGNC:47877]
ENSG00000200243	RN7SKP79	RNA, 7SK small nuclear pseudogene 79 [Source:HGNC Symbol;Acc:HGNC:45803]
ENSG00000239175	RNU6-1218P	RNA, U6 small nuclear 1218, pseudogene [Source:HGNC Symbol;Acc:HGNC:48181]
ENSG00000242482	RN7SL392P	RNA, 7SL, cytoplasmic 392, pseudogene [Source:HGNC Symbol;Acc:HGNC:46408]
ENSG00000201315	RN7SKP227	RNA, 7SK small nuclear pseudogene 227 [Source:HGNC Symbol;Acc:HGNC:45951]
ENSG00000199932	RNU1-18P	RNA, U1 small nuclear 18, pseudogene [Source:HGNC Symbol;Acc:HGNC:41944]
ENSG00000263776	SNORA4	small nucleolar RNA, H/ACA box 4 [Source:HGNC Symbol;Acc:HGNC:32587]
ENSG00000212266	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]
ENSG00000202374	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]
ENSG00000200397	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252172	RNU6-720P	RNA, U6 small nuclear 720, pseudogene [Source:HGNC Symbol;Acc:HGNC:47683]
ENSG00000223039	RN7SKP268	RNA, 7SK small nuclear pseudogene 268 [Source:HGNC Symbol;Acc:HGNC:45992]
ENSG00000237847	FAM231A	family with sequence similarity 231 member A [Source:HGNC Symbol;Acc:HGNC:49427]
ENSG00000207174	SNORD116-15	small nucleolar RNA, C/D box 116-15 [Source:HGNC Symbol;Acc:HGNC:33081]
ENSG00000202354	RNY3	RNA, Ro-associated Y3 [Source:HGNC Symbol;Acc:HGNC:10243]
ENSG00000253024	RNU6-1238P	RNA, U6 small nuclear 1238, pseudogene [Source:HGNC Symbol;Acc:HGNC:48201]
ENSG00000241188	RN7SL165P	RNA, 7SL, cytoplasmic 165, pseudogene [Source:HGNC Symbol;Acc:HGNC:46181]
ENSG00000265141	RN7SL451P	RNA, 7SL, cytoplasmic 451, pseudogene [Source:HGNC Symbol;Acc:HGNC:46467]
ENSG00000238440	snoU13	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000263841	RN7SL44P	RNA, 7SL, cytoplasmic 44, pseudogene [Source:HGNC Symbol;Acc:HGNC:46060]
ENSG00000243373	RN7SL173P	RNA, 7SL, cytoplasmic 173, pseudogene [Source:HGNC Symbol;Acc:HGNC:46189]
ENSG00000242066	RN7SL214P	RNA, 7SL, cytoplasmic 214, pseudogene [Source:HGNC Symbol;Acc:HGNC:46230]
ENSG00000243267	RN7SL614P	RNA, 7SL, cytoplasmic 614, pseudogene [Source:HGNC Symbol;Acc:HGNC:46630]
ENSG00000266467	RN7SL220P	RNA, 7SL, cytoplasmic 220, pseudogene [Source:HGNC Symbol;Acc:HGNC:46236]
ENSG00000221507	RNU6ATAC40P	RNA, U6atac small nuclear 40, pseudogene [Source:HGNC Symbol;Acc:HGNC:46939]
ENSG00000206926	RNU6-1024P	RNA, U6 small nuclear 1024, pseudogene [Source:HGNC Symbol;Acc:HGNC:47987]
ENSG00000264484	RN7SL697P	RNA, 7SL, cytoplasmic 697, pseudogene [Source:HGNC Symbol;Acc:HGNC:46713]
ENSG00000272034	SNORD14A	small nucleolar RNA, C/D box 14A [Source:HGNC Symbol;Acc:HGNC:10113]
ENSG00000201003	SNORA58	Small nucleolar RNA SNORA58 [Source:RFAM;Acc:RF00418]
ENSG00000241032	RN7SL709P	RNA, 7SL, cytoplasmic 709, pseudogene [Source:HGNC Symbol;Acc:HGNC:46725]
ENSG00000201403	SNORD14B	small nucleolar RNA, C/D box 14B [Source:HGNC Symbol;Acc:HGNC:31803]
ENSG00000212327	RNU6-882P	RNA, U6 small nuclear 882, pseudogene [Source:HGNC Symbol;Acc:HGNC:47845]
ENSG00000207445	SNORD15B	small nucleolar RNA, C/D box 15B [Source:HGNC Symbol;Acc:HGNC:16649]
ENSG00000222714	RN7SKP38	RNA, 7SK small nuclear pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:45762]
ENSG00000200594	RNU6-824P	RNA, U6 small nuclear 824, pseudogene [Source:HGNC Symbol;Acc:HGNC:47787]
ENSG00000243059	RN7SL400P	RNA, 7SL, cytoplasmic 400, pseudogene [Source:HGNC Symbol;Acc:HGNC:46416]
ENSG00000242241	RN7SL306P	RNA, 7SL, cytoplasmic 306, pseudogene [Source:HGNC Symbol;Acc:HGNC:46322]
ENSG00000255851	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000252906	SCARNA3	small Cajal body-specific RNA 3 [Source:HGNC Symbol;Acc:HGNC:32577]
ENSG00000237261	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000201863	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]
ENSG00000207217	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]
ENSG00000203411	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000240106	RN7SL146P	RNA, 7SL, cytoplasmic 146, pseudogene [Source:HGNC Symbol;Acc:HGNC:46162]
ENSG00000202310	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000222099	RN7SKP32	RNA, 7SK small nuclear pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:45756]
ENSG00000212605	RNU1-56P	RNA, U1 small nuclear 56, pseudogene [Source:HGNC Symbol;Acc:HGNC:48398]
ENSG00000207264	RNU6-15P	RNA, U6 small nuclear 15, pseudogene [Source:HGNC Symbol;Acc:HGNC:34259]
ENSG00000199756	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000241174	RN7SL570P	RNA, 7SL, cytoplasmic 570, pseudogene [Source:HGNC Symbol;Acc:HGNC:46586]
ENSG00000207588	MIR593	microRNA 593 [Source:HGNC Symbol;Acc:HGNC:32849]
ENSG00000212205	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000263999	RN7SL42P	RNA, 7SL, cytoplasmic 42, pseudogene [Source:HGNC Symbol;Acc:HGNC:46058]
ENSG00000222685	RN7SKP119	RNA, 7SK small nuclear pseudogene 119 [Source:HGNC Symbol;Acc:HGNC:45843]
ENSG00000221381	SNORD88B	small nucleolar RNA, C/D box 88B [Source:HGNC Symbol;Acc:HGNC:32748]
ENSG00000239152	RNA5SP310	RNA, 5S ribosomal pseudogene 310 [Source:HGNC Symbol;Acc:HGNC:43210]
ENSG00000222164	RN7SKP266	RNA, 7SK small nuclear pseudogene 266 [Source:HGNC Symbol;Acc:HGNC:45990]
ENSG00000199301	RNU6-208P	RNA, U6 small nuclear 208, pseudogene [Source:HGNC Symbol;Acc:HGNC:47171]
ENSG00000240853	RN7SL328P	RNA, 7SL, cytoplasmic 328, pseudogene [Source:HGNC Symbol;Acc:HGNC:46344]
ENSG00000199815	SNORA17	Small nucleolar RNA SNORA17 [Source:RFAM;Acc:RF00560]
ENSG00000199787	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]
ENSG00000252061	RNU6-415P	RNA, U6 small nuclear 415, pseudogene [Source:HGNC Symbol;Acc:HGNC:47378]
ENSG00000271798	SNORA51	small nucleolar RNA, H/ACA box 51 [Source:HGNC Symbol;Acc:HGNC:32644]
ENSG00000201294	RNU6-1019P	RNA, U6 small nuclear 1019, pseudogene [Source:HGNC Symbol;Acc:HGNC:47982]
ENSG00000223189	RNU6-177P	RNA, U6 small nuclear 177, pseudogene [Source:HGNC Symbol;Acc:HGNC:47140]
ENSG00000207233	SNORA37	small nucleolar RNA, H/ACA box 37 [Source:HGNC Symbol;Acc:HGNC:32630]
ENSG00000222678	RN7SKP213	RNA, 7SK small nuclear pseudogene 213 [Source:HGNC Symbol;Acc:HGNC:45937]
ENSG00000253086	RNU6-537P	RNA, U6 small nuclear 537, pseudogene [Source:HGNC Symbol;Acc:HGNC:47500]
ENSG00000244544	RN7SL446P	RNA, 7SL, cytoplasmic 446, pseudogene [Source:HGNC Symbol;Acc:HGNC:46462]
ENSG00000251792	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000253013	SNORA31	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]
ENSG00000239396	RN7SL414P	RNA, 7SL, cytoplasmic 414, pseudogene [Source:HGNC Symbol;Acc:HGNC:46430]
ENSG00000200332	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000221043	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENSG00000252854	RN7SKP5	RNA, 7SK small nuclear pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42623]
ENSG00000200646	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000265753	RN7SL444P	RNA, 7SL, cytoplasmic 444, pseudogene [Source:HGNC Symbol;Acc:HGNC:46460]
ENSG00000244326	RN7SL814P	RNA, 7SL, cytoplasmic 814, pseudogene [Source:HGNC Symbol;Acc:HGNC:46830]
ENSG00000212153	RNU1-82P	RNA, U1 small nuclear 82, pseudogene [Source:HGNC Symbol;Acc:HGNC:48424]
ENSG00000221638	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENSG00000199248	RNU6-28P	RNA, U6 small nuclear 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:34272]
ENSG00000199197	RN7SKP72	RNA, 7SK small nuclear pseudogene 72 [Source:HGNC Symbol;Acc:HGNC:45796]
ENSG00000243510	RN7SL111P	RNA, 7SL, cytoplasmic 111, pseudogene [Source:HGNC Symbol;Acc:HGNC:46127]
ENSG00000221060	SNORA11	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]
ENSG00000238387	snoU13	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000238882	RNU6-329P	RNA, U6 small nuclear 329, pseudogene [Source:HGNC Symbol;Acc:HGNC:47292]
ENSG00000252833	RNA5SP186	RNA, 5S ribosomal pseudogene 186 [Source:HGNC Symbol;Acc:HGNC:43086]
ENSG00000238934	ACA64	Small nucleolar RNA ACA64 [Source:RFAM;Acc:RF01225]
ENSG00000200847	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252821	RNU6-388P	RNA, U6 small nuclear 388, pseudogene [Source:HGNC Symbol;Acc:HGNC:47351]
ENSG00000264592	RN7SL131P	RNA, 7SL, cytoplasmic 131, pseudogene [Source:HGNC Symbol;Acc:HGNC:46147]
ENSG00000222973	RNU2-25P	RNA, U2 small nuclear 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:48518]
ENSG00000251834	RNU6-319P	RNA, U6 small nuclear 319, pseudogene [Source:HGNC Symbol;Acc:HGNC:47282]
ENSG00000240186	RN7SL633P	RNA, 7SL, cytoplasmic 633, pseudogene [Source:HGNC Symbol;Acc:HGNC:46649]
ENSG00000199370	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENSG00000201287	RN7SKP171	RNA, 7SK small nuclear pseudogene 171 [Source:HGNC Symbol;Acc:HGNC:45895]
ENSG00000206712	RNU6-26P	RNA, U6 small nuclear 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:34252]
ENSG00000263608	RN7SL353P	RNA, 7SL, cytoplasmic 353, pseudogene [Source:HGNC Symbol;Acc:HGNC:46369]
ENSG00000242889	RN7SL449P	RNA, 7SL, cytoplasmic 449, pseudogene [Source:HGNC Symbol;Acc:HGNC:46465]
ENSG00000251815	SNORD116-26	small nucleolar RNA, C/D box 116-26 [Source:HGNC Symbol;Acc:HGNC:33092]
ENSG00000199846	RNU1-72P	RNA, U1 small nuclear 72, pseudogene [Source:HGNC Symbol;Acc:HGNC:48414]
ENSG00000266187	RN7SL480P	RNA, 7SL, cytoplasmic 480, pseudogene [Source:HGNC Symbol;Acc:HGNC:46496]
ENSG00000206715	RNU6-444P	RNA, U6 small nuclear 444, pseudogene [Source:HGNC Symbol;Acc:HGNC:47407]
ENSG00000252800	SCARNA20	Small Cajal body specific RNA 20 [Source:RFAM;Acc:RF00601]
ENSG00000207025	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207234	RNU6-125P	RNA, U6 small nuclear 125, pseudogene [Source:HGNC Symbol;Acc:HGNC:47088]
ENSG00000206595	RNU6-877P	RNA, U6 small nuclear 877, pseudogene [Source:HGNC Symbol;Acc:HGNC:47840]
ENSG00000240647	RN7SL305P	RNA, 7SL, cytoplasmic 305, pseudogene [Source:HGNC Symbol;Acc:HGNC:46321]
ENSG00000252461	SNORA43	Small nucleolar RNA SNORA43 [Source:RFAM;Acc:RF00416]
ENSG00000207399	RNU6-1011P	RNA, U6 small nuclear 1011, pseudogene [Source:HGNC Symbol;Acc:HGNC:47974]
ENSG00000207472	RNU6-41P	RNA, U6 small nuclear 41, pseudogene [Source:HGNC Symbol;Acc:HGNC:34247]
ENSG00000264251	RN7SL819P	RNA, 7SL, cytoplasmic 819, pseudogene [Source:HGNC Symbol;Acc:HGNC:46835]
ENSG00000201198	RNU6-879P	RNA, U6 small nuclear 879, pseudogene [Source:HGNC Symbol;Acc:HGNC:47842]
ENSG00000206612	SNORA2A	small nucleolar RNA, H/ACA box 2A [Source:HGNC Symbol;Acc:HGNC:32584]
ENSG00000266610	RN7SL176P	RNA, 7SL, cytoplasmic 176, pseudogene [Source:HGNC Symbol;Acc:HGNC:46192]
ENSG00000207067	SNORA72	small nucleolar RNA, H/ACA box 72 [Source:HGNC Symbol;Acc:HGNC:10234]
ENSG00000238961	SNORA47	small nucleolar RNA, H/ACA box 47 [Source:HGNC Symbol;Acc:HGNC:32640]
ENSG00000243115	RN7SL849P	RNA, 7SL, cytoplasmic 849, pseudogene [Source:HGNC Symbol;Acc:HGNC:46865]
ENSG00000207274	SNORA70	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]
ENSG00000251994	RNU2-27P	RNA, U2 small nuclear 27, pseudogene [Source:HGNC Symbol;Acc:HGNC:48520]
ENSG00000206593	RNU6-47P	RNA, U6 small nuclear 47, pseudogene [Source:HGNC Symbol;Acc:HGNC:34291]
ENSG00000212473	RNU1-101P	RNA, U1 small nuclear 101, pseudogene [Source:HGNC Symbol;Acc:HGNC:48443]
ENSG00000244236	RN7SL604P	RNA, 7SL, cytoplasmic 604, pseudogene [Source:HGNC Symbol;Acc:HGNC:46620]
ENSG00000207195	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000222210	RN7SKP65	RNA, 7SK small nuclear pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:45789]
ENSG00000201901	RN7SKP48	RNA, 7SK small nuclear pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:45772]
ENSG00000223300	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000243066	RN7SL842P	RNA, 7SL, cytoplasmic 842, pseudogene [Source:HGNC Symbol;Acc:HGNC:46858]
ENSG00000253015	RN7SKP64	RNA, 7SK small nuclear pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:45788]
ENSG00000222337	RN7SKP225	RNA, 7SK small nuclear pseudogene 225 [Source:HGNC Symbol;Acc:HGNC:45949]
ENSG00000252184	RNU2-10P	RNA, U2 small nuclear 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:48503]
ENSG00000201818	RNY4P17	RNA, Ro-associated Y4 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:34067]
ENSG00000200262	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000208308	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]
ENSG00000242565	RN7SL372P	RNA, 7SL, cytoplasmic 372, pseudogene [Source:HGNC Symbol;Acc:HGNC:46388]
ENSG00000202406	RN7SKP187	RNA, 7SK small nuclear pseudogene 187 [Source:HGNC Symbol;Acc:HGNC:45911]
ENSG00000223254	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207393	RNU6-136P	RNA, U6 small nuclear 136, pseudogene [Source:HGNC Symbol;Acc:HGNC:47099]
ENSG00000207332	RNU6-146P	RNA, U6 small nuclear 146, pseudogene [Source:HGNC Symbol;Acc:HGNC:47109]
ENSG00000200379	RN7SKP45	RNA, 7SK small nuclear pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:45769]
